id,name,description,category,subcategory,location,trust_score,rating,review_count,response_time,established,verified,featured,services,languages,contact,created_at,updated_at
"495","Advanced Solutions Limited","Leading marketing consultancy offering comprehensive Public Relations, Photography and Web Design solutions in Dubai and Abu Dhabi.","marketing","public_relations","Business Bay","62","3.1","48","~4h","2004","true","false","[""Public Relations"",""Photography"",""Web Design""]","[""English"",""Arabic"",""Urdu""]","{""phone"":""+971-56-593-721"",""email"":""contact@yahoo.com"",""website"":""www.advancedsolutio.ae""}","2025-10-23T05:38:21.869611","2025-10-23T05:38:21.869613"
"496","Excellence Experts Est.","Professional marketing consultancy with extensive experience in SEO Services, PPC Advertising, Digital Marketing for local and international clients.","marketing","seo_services","Umm Al Quwain","77","4.6","49","~8h","2011","true","false","[""SEO Services"",""PPC Advertising"",""Digital Marketing"",""Event Management"",""Graphic Design"",""E-commerce Solutions"",""Public Relations""]","[""English"",""Arabic"",""German""]","{""phone"":""+971-56-812-994"",""email"":""admin@outlook.com"",""website"":""www.excellenceexper.net""}","2025-10-23T05:38:21.869635","2025-10-23T05:38:21.869637"
"497","Supreme Agency FZE","Established marketing firm specializing in Web Design, Content Marketing, Lead Generation with a proven track record of success.","marketing","web_design","Fujairah Free Zone","63","5","55","~4h","2017","true","false","[""Web Design"",""Content Marketing"",""Lead Generation""]","[""English"",""Arabic"",""Spanish"",""Italian""]","{""phone"":""+971-4-738-419"",""email"":""office@outlook.com"",""website"":""www.supremeagencyfz.com""}","2025-10-23T05:38:21.869658","2025-10-23T05:38:21.869660"
"498","Dubai Dubai Business FZE","Professional marketing services in UAE with expertise in SEO Services, Public Relations, PPC Advertising. Trusted by businesses across the Emirates.","marketing","seo_services","Masdar City","95","3.9","154","~6h","2020","true","true","[""SEO Services"",""Public Relations"",""PPC Advertising"",""Photography"",""Lead Generation"",""Event Management"",""Graphic Design""]","[""English"",""Arabic"",""Russian""]","{""phone"":""+971-56-762-751"",""email"":""admin@yahoo.com"",""website"":""www.dubaidubaibusin.net""}","2025-10-23T05:38:21.869694","2025-10-23T05:38:21.869696"
"499","Expert Corporate L.L.C","Expert marketing services provider offering Public Relations, Event Management and related business solutions throughout UAE.","marketing","public_relations","Sharjah Media City","74","4.7","23","~4h","2001","true","true","[""Public Relations"",""Event Management"",""Market Research"",""Graphic Design"",""Photography"",""Lead Generation"",""Social Media Management"",""Web Design""]","[""English"",""Arabic"",""Hindi""]","{""phone"":""+971-56-474-253"",""email"":""admin@yahoo.com"",""website"":""www.expertcorporate.org""}","2025-10-23T05:38:21.869725","2025-10-23T05:38:21.869726"
"500","Prime UAE Advisory Est.","Leading marketing consultancy offering comprehensive Event Management, Social Media Management and PPC Advertising solutions in Dubai and Abu Dhabi.","marketing","event_management","DIFC","80","4.9","21","~6h","2004","true","true","[""Event Management"",""Social Media Management"",""PPC Advertising"",""Public Relations"",""Photography"",""Lead Generation"",""E-commerce Solutions"",""Content Marketing""]","[""English"",""Arabic"",""Hindi"",""Urdu""]","{""phone"":""+971-55-442-281"",""email"":""contact@outlook.com"",""website"":""www.primeuaeadvisor.org""}","2025-10-23T05:38:21.869750","2025-10-23T05:38:21.869751"
"501","Expert UAE Professionals Co.","Established marketing firm specializing in Event Management, Video Production, Photography with a proven track record of success.","marketing","event_management","Abu Dhabi Global Market","81","4","57","~6h","2018","true","false","[""Event Management"",""Video Production"",""Photography"",""Public Relations"",""SEO Services"",""E-commerce Solutions"",""Graphic Design"",""Market Research""]","[""English"",""Arabic"",""Spanish"",""Italian""]","{""phone"":""+971-55-200-758"",""email"":""office@gmail.com"",""website"":""www.expertuaeprofes.net""}","2025-10-23T05:38:21.869775","2025-10-23T05:38:21.869777"
"502","Dynamic UAE Solutions FZ-LLC","Expert marketing services provider offering Lead Generation, SEO Services and related business solutions throughout UAE.","marketing","lead_generation","Ras Al Khaimah Economic Zone","70","4.2","15","~2h","2019","true","false","[""Lead Generation"",""SEO Services"",""Event Management"",""Market Research""]","[""English"",""Arabic"",""Russian""]","{""phone"":""+971-55-826-682"",""email"":""office@dynamicuae.com"",""website"":""www.dynamicuaesolut.ae""}","2025-10-23T05:38:21.869799","2025-10-23T05:38:21.869801"
"503","Al Associates FZ-LLC","Professional immobilien services in UAE with expertise in Real Estate Development, Facility Management, Property Investment. Trusted by businesses across the Emirates.","immobilien","real_estate_development","Sharjah Media City","88","3","137","~1h","2019","true","false","[""Real Estate Development"",""Facility Management"",""Property Investment"",""Property Management"",""Property Valuation"",""Architecture Services""]","[""English"",""Arabic"",""German""]","{""phone"":""+971-58-727-864"",""email"":""sales@yahoo.com"",""website"":""www.alassociatesfzl.com""}","2025-10-23T05:38:21.869827","2025-10-23T05:38:21.869829"
"504","Expert UAE Experts LLC","Expert immobilien services provider offering Architecture Services, Property Management and related business solutions throughout UAE.","immobilien","architecture_services","Dubai Marina","68","4.1","268","~6h","2024","true","false","[""Architecture Services"",""Property Management"",""Commercial Leasing"",""Property Marketing"",""Real Estate Consultation"",""Property Valuation""]","[""English"",""Arabic"",""Russian""]","{""phone"":""+971-56-652-700"",""email"":""sales@yahoo.com"",""website"":""www.expertuaeexpert.com""}","2025-10-23T05:38:21.869852","2025-10-23T05:38:21.869854"
"505","Strategic Advisory Co.","Professional immobilien consultancy with extensive experience in Property Valuation, Property Marketing, Residential Sales for local and international clients.","immobilien","property_valuation","DIFC","63","4.6","7","~1h","2014","true","false","[""Property Valuation"",""Property Marketing"",""Residential Sales"",""Real Estate Consultation"",""Property Investment"",""Architecture Services"",""Commercial Leasing"",""Facility Management""]","[""English"",""Arabic"",""French"",""German""]","{""phone"":""+971-50-473-186"",""email"":""sales@gmail.com"",""website"":""www.strategicadviso.org""}","2025-10-23T05:38:21.869881","2025-10-23T05:38:21.869883"
"506","Expert Hub FZ-LLC","Professional immobilien consultancy with extensive experience in Commercial Leasing, Property Investment, Property Valuation for local and international clients.","immobilien","commercial_leasing","Ras Al Khaimah Economic Zone","90","3.3","43","~1h","2002","true","false","[""Commercial Leasing"",""Property Investment"",""Property Valuation"",""Facility Management"",""Residential Sales"",""Real Estate Development""]","[""English"",""Arabic"",""Hindi""]","{""phone"":""+971-50-882-265"",""email"":""office@experthubf.com"",""website"":""www.experthubfzllc.net""}","2025-10-23T05:38:21.869906","2025-10-23T05:38:21.869908"
"507","Prime Dubai Legal Est.","Established immobilien firm specializing in Real Estate Development, Property Management, Property Investment with a proven track record of success.","immobilien","real_estate_development","Abu Dhabi Global Market","84","4.6","19","~8h","2013","true","false","[""Real Estate Development"",""Property Management"",""Property Investment"",""Property Valuation"",""Property Marketing"",""Architecture Services"",""Residential Sales"",""Interior Design""]","[""English"",""Arabic"",""Urdu""]","{""phone"":""+971-52-378-759"",""email"":""office@yahoo.com"",""website"":""www.primedubailegal.com""}","2025-10-23T05:38:21.869931","2025-10-23T05:38:21.869933"
"508","Arabian Associates FZCO","Expert immobilien services provider offering Architecture Services, Real Estate Consultation and related business solutions throughout UAE.","immobilien","architecture_services","Abu Dhabi Global Market","85","4.7","10","~6h","2020","true","false","[""Architecture Services"",""Real Estate Consultation"",""Property Management"",""Property Investment"",""Interior Design""]","[""English"",""Arabic"",""French"",""German""]","{""phone"":""+971-50-456-129"",""email"":""contact@gmail.com"",""website"":""www.arabianassociat.org""}","2025-10-23T05:38:21.869958","2025-10-23T05:38:21.869959"
"509","Professional UAE Partners Co.","Leading immobilien consultancy offering comprehensive Property Management, Commercial Leasing and Real Estate Development solutions in Dubai and Abu Dhabi.","immobilien","property_management","Dubai Investment Park","83","4.3","17","~2h","2023","true","true","[""Property Management"",""Commercial Leasing"",""Real Estate Development"",""Residential Sales"",""Maintenance Services"",""Property Valuation""]","[""English"",""Arabic"",""Spanish"",""Italian""]","{""phone"":""+971-55-790-742"",""email"":""info@gmail.com"",""website"":""www.professionaluae.org""}","2025-10-23T05:38:21.869982","2025-10-23T05:38:21.869984"
"510","Innovative Dubai Group FZ-LLC","Leading immobilien consultancy offering comprehensive Property Management, Real Estate Consultation and Real Estate Development solutions in Dubai and Abu Dhabi.","immobilien","property_management","Dubai Investment Park","71","4.6","54","~2h","2011","true","false","[""Property Management"",""Real Estate Consultation"",""Real Estate Development"",""Residential Sales"",""Architecture Services"",""Property Investment"",""Property Marketing"",""Facility Management""]","[""English"",""Arabic"",""Hindi""]","{""phone"":""+971-58-895-109"",""email"":""admin@yahoo.com"",""website"":""www.innovativedubai.com""}","2025-10-23T05:38:21.870009","2025-10-23T05:38:21.870011"
"511","UAE Dubai Advisors LLC","Established immobilien firm specializing in Property Marketing, Facility Management, Maintenance Services with a proven track record of success.","immobilien","property_marketing","Ras Al Khaimah Economic Zone","94","4.6","24","~6h","2020","true","false","[""Property Marketing"",""Facility Management"",""Maintenance Services"",""Real Estate Consultation"",""Property Valuation""]","[""English"",""Arabic"",""French""]","{""phone"":""+971-56-792-438"",""email"":""info@outlook.com"",""website"":""www.uaedubaiadvisor.org""}","2025-10-23T05:38:21.870037","2025-10-23T05:38:21.870038"
"512","Expert UAE Group LLC","Established immobilien firm specializing in Facility Management, Real Estate Consultation, Architecture Services with a proven track record of success.","immobilien","facility_management","Dubai Silicon Oasis","93","4.4","19","~4h","2009","true","false","[""Facility Management"",""Real Estate Consultation"",""Architecture Services""]","[""English"",""Arabic"",""Hindi"",""Urdu""]","{""phone"":""+971-58-829-289"",""email"":""admin@expertuaeg.ae"",""website"":""www.expertuaegroupl.com""}","2025-10-23T05:38:21.870060","2025-10-23T05:38:21.870062"
"513","Emirates Emirates Professionals L.L.C","Established immobilien firm specializing in Real Estate Development, Facility Management, Property Management with a proven track record of success.","immobilien","real_estate_development","Dubai Investment Park","92","3","11","~2h","2023","true","false","[""Real Estate Development"",""Facility Management"",""Property Management"",""Interior Design"",""Maintenance Services"",""Real Estate Consultation""]","[""English"",""Arabic""]","{""phone"":""+971-4-560-106"",""email"":""info@emiratesem.com"",""website"":""www.emiratesemirate.ae""}","2025-10-23T05:38:21.870089","2025-10-23T05:38:21.870091"
"514","Dubai UAE Centre Co.","Expert immobilien services provider offering Property Investment, Residential Sales and related business solutions throughout UAE.","immobilien","property_investment","Fujairah Free Zone","88","3.8","62","~2d","2003","true","false","[""Property Investment"",""Residential Sales"",""Maintenance Services""]","[""English"",""Arabic"",""French"",""German""]","{""phone"":""+971-52-328-497"",""email"":""admin@outlook.com"",""website"":""www.dubaiuaecentrec.org""}","2025-10-23T05:38:21.870113","2025-10-23T05:38:21.870114"
"515","Al Group LLC","Established immobilien firm specializing in Commercial Leasing, Real Estate Consultation, Property Valuation with a proven track record of success.","immobilien","commercial_leasing","Downtown Dubai","80","4","279","~4h","2012","true","true","[""Commercial Leasing"",""Real Estate Consultation"",""Property Valuation""]","[""English"",""Arabic"",""German""]","{""phone"":""+971-52-332-850"",""email"":""admin@gmail.com"",""website"":""www.algroupllc.org""}","2025-10-23T05:38:21.870136","2025-10-23T05:38:21.870138"
"516","International Experts FZE","Professional immobilien consultancy with extensive experience in Residential Sales, Property Investment, Interior Design for local and international clients.","immobilien","residential_sales","Abu Dhabi Global Market","71","3.9","14","~4h","2014","true","false","[""Residential Sales"",""Property Investment"",""Interior Design""]","[""English"",""Arabic"",""Hindi"",""Urdu""]","{""phone"":""+971-55-642-973"",""email"":""contact@yahoo.com"",""website"":""www.internationalex.com""}","2025-10-23T05:38:21.870159","2025-10-23T05:38:21.870161"
